5,9,0x2721B,0xCF8C,0xD,Level 9
5,10,0x2AD3F,0xD3E1,0x2,Dungeon #1
5,11,0x2B48E,0xD4FD,0x2,Tower (Part 1)
5,12,0x2B537,0xD511,0x2,Tower (Part 2)
5,13,0x2A8CB,0xD2CA,0x2,Dungeon #2
5,14,0x2ECB0,0xD6B7,0xA,Ship
5,15,0x1F666,0xC425,0x1,Level 1 Bonus Area
5,16,0x2549A,0xCE5C,0x8,Level 2 Pipe Room
5,17,0x1B3F1,0xC9A1,0xE,Level 2 Bonus Area
5,18,0x1FD81,0xC571,0x1,Level 2 Ending
5,19,0x1EC2F,0xC017,0x1,Level 3 Beginning
5,20,0x1FD81,0xC571,0x1,Level 3 Ending
5,21,0x26B51,0xCE92,0xD,Level 4 Ending
5,22,0x1B3F1,0xC9A4,0xE,Level 5 Bonus Area
5,23,0x26B51,0xCE92,0xD,Level 6 Ending
5,24,0x1E512,0xC177,0x1,Level 7 Bonus Area
5,25,0x26B51,0xCE92,0xD,Level 8 Ending
5,26,0x26B51,0xCE92,0xD,Level 9 Ending
5,27,0x2AEBC,0xD40D,0x2,Dungeon #1 Bonus Area
5,28,0x27650,0xCFF5,0xD,Tower Outside Area (Part 1)
5,29,0x275C7,0xCFED,0xD,Tower Outside Area (Part 2)
5,30,0x27581,0xCFE8,0xD,Tower (Going Down)
5,31,0x2A870,0xD2C5,0x2,Dungeon #2 Beginning/End
5,32,0x2FB0E,0xDA06,0xA,Ship Boss Room
5,33,0x20CCE,0xC651,0x3,Hammer Bros 1
5,34,0x2143B,0xC651,0x3,Hammer Bros 2
5,35,0x27FCC,0xC651,0xD,Hammer Bros 3
5,36,0x279A4,0xC651,0xD,Hammer Bros 4
5,37,0x2A830,0xD2C0,0x2,End Castle
5,38,0x2F457,0xD6AD,0xA,Anchors Away
6,1,0x23245,0xCBD3,0xC,Level 1
6,2,0x23165,0xCB63,0xC,Level 2
6,3,0x22A84,0xCA9F,0xC,Level 3
6,4,0x2363E,0xCC7C,0xC,Level 4
6,5,0x207F0,0xC5FC,0x3,Level 5
6,6,0x20CF5,0xC65C,0x3,Level 6
6,7,0x23B03,0xCD28,0xC,Level 7
6,8,0x1B8CD,0xC9F6,0xE,Level 8
6,9,0x209F0,0xC61F,0x3,Level 9
6,10,0x239AC,0xCCF9,0xC,Level 10
6,11,0x2B16A,0xD4C1,0x2,Dungeon #1
6,12,0x22BA5,0xCABC,0xC,Dungeon #2
6,13,0x2B04B,0xD481,0x2,Dungeon #3
6,14,0x2F2CC,0xD7F6,0xA,Ship
6,15,0x23F42,0xC017,0xC,Level 1 Bonus Area
6,16,0x2339A,0xCC19,0xC,Level 2 Ending
6,17,0x1B489,0xC9AC,0xE,Level 3 Bonus Area
6,18,0x27851,0xD038,0xD,Level 4 Bonus Area
6,19,0x22D03,0xCAE4,0xC,Level 5 Outside Area
6,20,0x2394A,0xCCF1,0xC,Level 6 Outside Area
6,21,0x23CC9,0xCD36,0xC,Level 7 Ending
6,22,0x23D07,0xCD3E,0xC,Level 9 Outside Area
6,23,0x1B489,0xC9A9,0xE,Level 9 Bonus Area
6,24,0x1B489,0xC9AF,0xE,Level 10 Bonus Area
6,25,0x2B218,0xD4E4,0x2,Dungeon #1 Spike Room
6,26,0x22CB1,0xCADF,0xC,Dungeon #2 Boss Room
6,27,0x2B13F,0xD4B3,0x2,Dungeon #3 Falling Room
6,28,0x2FB63,0xDA0B,0xA,Ship Boss Room
6,29,0x23F29,0xC651,0xC,Hammer Bros 1
6,30,0x23F97,0xC651,0xC,Hammer Bros 2
6,31,0x1ADB2,0xC14A,0xE,Pipe 1 End 1
6,32,0x1AE01,0xC14A,0xE,Pipe 1 End 2
6,33,0x1B056,0xC14F,0xE,Pipe 2 End 1
6,34,0x1B092,0xC14F,0xE,Pipe 2 End 2
6,35,0x2A840,0xD2C0,0x2,End Castle
6,36,0x2F470,0xD6AD,0xA,Anchors Away
7,1,0x24BB0,0xCDA4,0x8,Level 1
7,2,0x29007,0xD115,0x9,Level 2
7,3,0x2129D,0xC704,0x3,Level 3
7,4,0x24DDD,0xCDD3,0x6,Level 4
7,5,0x1E5E6,0xC182,0x1,Level 5
7,6,0x25619,0xCE67,0x8,Level 6
7,7,0x23D48,0xCD46,0x4,Level 7
7,8,0x1EF88,0xC33E,0x1,Level 8
7,9,0x29258,0xD16B,0x9,Level 9
7,10,0x27C3C,0xD08D,0x5,Piranha Plant #1
7,11,0x2B2A7,0xD4F5,0x2,Dungeon #1
7,12,0x2AF19,0xD42C,0x2,Dungeon #2
7,13,0x27B39,0xD079,0x5,Piranha Plant #2
7,14,0x2F4A2,0xD825,0xA,Ship
7,15,0x1EA7A,0xC25E,0x1,Level 1 Outside Area
7,16,0x1FA4B,0xC4C0,0x1,Level 2 Ending
7,17,0x1F39B,0xC3EE,0x1,Level 4 Outside Area
7,18,0x1FD02,0xC567,0x1,Level 5 Outside Area
7,19,0x1F34B,0xC3E9,0x1,Level 6 Outside Area
7,20,0x1EAC1,0xC263,0x1,Level 7 Beginning/End
7,21,0x27F90,0xD103,0xD,Level 8 Bonus Area #1
7,22,0x1B5FB,0xC9B4,0xE,Level 8 Bonus Area #2
7,23,0x28FF7,0xD110,0x9,Level 9 Ending
7,24,0x27EEC,0xD0F3,0x5,Piranha Plant #1 Ending
7,25,0x2B3E4,0xC017,0x2,Dungeon #1 Lonely Room
7,26,0x1B5FB,0xC9B7,0xE,Dungeon #1 Bonus Area
7,27,0x2AFF1,0xD46D,0x2,Dungeon #2 Boss Room
7,28,0x27E61,0xD0EB,0x5,Piranha Plant #2 Ending
7,29,0x2FBD3,0xDA10,0xA,Ship Boss Room
7,30,0x1F441,0xC651,0x1,Hammer Bros 1
7,31,0x1ADB2,0xC127,0xE,Pipe 1 End 1
7,32,0x1AE01,0xC127,0xE,Pipe 1 End 2
7,33,0x1B056,0xC136,0xE,Pipe 2 End 1
7,34,0x1B092,0xC136,0xE,Pipe 2 End 2
7,35,0x1AF0A,0xC12C,0xE,Pipe 3 End 1
7,36,0x1AF52,0xC12C,0xE,Pipe 3 End 2
7,37,0x1AE50,0xC131,0xE,Pipe 4 End 1
7,38,0x1AEAD,0xC131,0xE,Pipe 4 End 2
7,39,0x1AE50,0xC122,0xE,Pipe 5 End 1
7,40,0x1AEAD,0xC122,0xE,Pipe 5 End 2
7,41,0x1AE50,0xC144,0xE,Pipe 6 End 1
7,42,0x1AEAD,0xC144,0xE,Pipe 6 End 2
7,43,0x1AF9A,0xC13B,0xE,Pipe 7 End 1
7,44,0x1AFF8,0xC13B,0xE,Pipe 7 End 2
7,45,0x1ADB2,0xC140,0xE,Pipe 8 End 1
7,46,0x1AE01,0xC140,0xE,Pipe 8 End 2
7,47,0x2A860,0xD2C0,0x2,End Castle
7,48,0x2F489,0xD6AD,0xA,Anchors Away
8,1,0x1F7A0,0xC435,0x1,Level 1
8,2,0x1A814,0xC910,0xE,Level 2
8,3,0x2F8EC,0xD980,0xA,Tank #1
8,4,0x2F6CA,0xD8DD,0xA,Battleship
8,5,0x27D59,0xD0C1,0xB,Hand Trap #1
8,6,0x27CF7,0xD0A4,0xB,Hand Trap #2
8,7,0x27DA8,0xD0D2,0xB,Hand Trap #3
8,8,0x2F630,0xD878,0xA,Crappy Ship
8,9,0x2B893,0xD562,0x2,Dungeon
8,10,0x2F7F7,0xD92D,0xA,Tank #2
8,11,0x2BC46,0xD5DE,0x2,Bowser's Castle
8,12,0x1B674,0xC9BF,0xE,Level 1 Bonus Area
8,13,0x1F6D3,0xC016,0x1,Level 2 Bonus Area
8,14,0x2FDB9,0xDA3A,0xA,Tank #1 Boss Room
8,15,0x2FD57,0xDA30,0xA,Battleship Boss Room
8,16,0x27E30,0xD0E0,0xB,Hand Trap #1 Ending
8,17,0x27E30,0xD0E0,0xB,Hand Trap #2 Ending
8,18,0x27E30,0xD0E0,0xB,Hand Trap #3 Ending
8,19,0x2FD88,0xDA35,0xA,Crappy Ship Boss Room
8,20,0x2BAC6,0xD59A,0x2,Dungeon (White Side)
8,21,0x2FD26,0xDA2B,0xA,Tank #2 Boss Room
8,21,0x1EAC1,0xC04E,0x1,Hidden Level
8,21,0x1B0CE,0xC104,0xE,Pipe 1 End 1
8,21,0x1B110,0xC104,0xE,Pipe 1 End 2
8,21,0x1B0CE,0xC113,0xE,Pipe 2 End 1
8,21,0x1B110,0xC113,0xE,Pipe 2 End 2
8,21,0x1B0CE,0xC118,0xE,Pipe 3 End 1
8,21,0x1B110,0xC118,0xE,Pipe 3 End 2
8,21,0x1B0CE,0xC109,0xE,Pipe 4 End 1
8,21,0x1B110,0xC109,0xE,Pipe 4 End 2
8,21,0x1ADB2,0xC11C,0xE,Pipe 5 End 1
8,21,0x1AE01,0xC11C,0xE,Pipe 5 End 2
8,21,0x1B0CE,0xC10E,0xE,Pipe 6 End 1
8,21,0x1B110,0xC10E,0xE,Pipe 6 End 2
8,22,0x2BE60,0xD61C,0x2,Bowser's Lair
9,1,0x1E765,0xC1BC,0x1,Lost 1 - Plains
9,2,0x1E9C5,0xC232,0x1,Lost 2 - Plains
9,3,0x210F6,0xC6ED,0x3,Lost 3 - Hills
9,4,0x2145B,0xC017,0xE,Lost 4 - Underground
9,5,0x2B76D,0xD412,0x2,Lost 5 - Dungeon
9,6,0x232D8,0xCBF6,0xC,Lost 6 - Ice
9,7,0x237D3,0xCCB1,0xC,Lost 7 - Ice
9,8,0x24F31,0xC017,0x8,Lost 8 - Pipe
9,9,0x26CC2,0xCECE,0xD,Lost 9 - Clouds
9,10,0x279C4,0xCECE,0xD,Lost 10 - Clouds
9,11,0x22DE6,0xCAE9,0x4,Lost 11 - Sky
9,12,0x23055,0xCB47,0x4,Lost 12 - Sky
9,13,0x230DD,0xCB55,0x4,Lost 13 - Sky
9,14,0x26DC4,0xC017,0xD,Lost 14 - Clouds
9,15,0x26E7A,0xC73C,0xD,Lost 15 - Clouds
